text,label
rt : asa kon ludo khelta hi bc ....😇,0.0
muje khud pe shak ho raha kahi main yahoodi agent toh nahi,1.0
rt : rt if u ever played any of these 90’s games.  bandar qilla yassu panju waanjhu kokra chapati bantay gulli danda staapoo g,1.0
"hamesha se aurato ne aurat hony ka bht faida uthaya ha..  bill jama krwana ho, bank ka kaam ho, kisi b shop se kuch lena ho etc.. yar larki ha isy phly jany do.. akhir kis kism k haqooq chahti hain ye sick mind auratain.. #stopauratbarbadimarch  #werejectmerajismmerimarzi",0.0
 but sir tell me honestly ..koe to aisa medium hona chahye na to discuss politics ?? friends bnany k liye facebook hai na,1.0
ye ekdum low grade ka jassos hai fb pe jaake meri karizma ka number nikal rto wale site pe jaake pitaji ka naam search kar soch raha tha dara dega mujhe surprise kar ke isse pata nahi iske jaise kitne jhumte hai akhrot jaise aage peeche,0.0
11 11 ka koi rola na dalay,1.0
sab dua kr lo ,1.0
to ap dikha dain main daikh k wapis kr doon ga😂😂😂,1.0
of course kb check krne aa rhi aap cellphone,1.0
yh randi haraam ki or halala ki padaish h,0.0
 mansoor ali khan k khilaf baat kernay per aap ko block kya jata hai aap ko pmln k dost dushman ke pehchan nahin,1.0
han hn to kha ha ap ko to lehaza tang na karyn,1.0
rehna tu hai jesa tu thora sa drd dill thora sukoon,1.0
bhenchod roti khane ki aukad nahi aaur zameen kharidne chale wo bhi india me ... this is not porkistan ...,0.0
waah chutiye waah bc  ye caa h nrc nhi,0.0
 😂 ab pata chal gya hua hai,1.0
 hota to hy lekin hm ny just exam me write e krna hta even practical me b koi performance ni krwaty to agr na b kren to ye prh skty ye pooch rhi?,1.0
  tune abhi kaha k nh h,1.0
  ye kya hai,1.0
bharwe ye barish ki waja se hua hai jhoot mat bolo gadhay,0.0
 ye kia bat hui ab me ja ra to tm b ja ri huh,1.0
  kdr mari hoi thi tm,1.0
this is yahoodi terror we have condemned this cowardly attack on pelistine sooner or later israel will be destroyed if they continue doing like this pani me reh kar magar se bair bahot mehnga padega #stopisraeliterror,1.0
" alcohol drinking is prohibited in islam. jo alcohol drinking jo kartay ha un par🖐️🖐️🖐️🖐️🖐️🖐️ secondly aap apnay tv drama par alcohol drinking dekhtay ha us k baray kuch bolay gay like maray pass tum ho, muqaddar etc",1.0
apny ko follow kro fb mily ga😂,1.0
ab khel jammay ga is the best one. full stop.,1.0
  marna he better ha ..pehle kon si awam money se bhare bags rakhti thikhan ne wapis le lie?na shukri awam,1.0
"ignored monghphali and ate only pista, akhrot and badaam",1.0
ladkiyan patake unko bandi bolte h aur jo raazi na ho unhe saale randi bolte h!,1.0
 itney vailey nahi hai..,1.0
prh ly bhenchod,0.0
bht khubsurat keh gy aap,1.0
kis bhenchod ne kaha hy ye,0.0
"no matter how much u try , a rundi will remain a rundi",0.0
bilkul kia pata hmri dua sa kisi ki zndgi ki door chall pry... ,1.0
 lol tmhary mind me tmhari recent tweet chal rhi ha. mene purani tweet per reply kea tha btw lol,1.0
ahmaq aqal... mumtaz qadri khud amir ahlesunnat se or dawat e islami se pyar krte the.,0.0
abe halala ki paidaish laude ab 10 -50 baap banayega to yhi hoga ganwar.... kaise pta chalega ki asli  baap kon hai to  phir baap ka naam electoral roll(s) me nhi milega.,0.0
rt : sab bhenchod r unki bhenein aik hi jagah pr.,1.0
likha hai naam dekh lein 😬,1.0
yaar such a jealous soul u r... allah se dua karenge jissey aap pyaar kare wo bhi aapko na mile... jo dusro ke pyaar se khush na ho usey zindagi me pyaar milneka koi hak nhi and when i am typing this msg everyone around me say amen,1.0
 meiny to koi dhamki nhi di bs possibility btai thi k aisa ho sakta tha….but hua to nhi na....😂,1.0
abe bhaunk mat. mere bete mere laal. aaja baap ka pyar lele. tu baccha hai aur rahega. manne bera ni duniya tere bare me kya bolti hai par tu rahega mera hi beta. aur yeh rajneeti me tum abhi janme ho. rehne de pange mat le,0.0
aap kirdarkashi say baz q nahi atay😡,1.0
raat ko konse rishte ate h🌚 ,1.0
 jis trha tujhe chaha koi chahe tu bhul jana mjhe,1.0
"  aray aray aray😂😂 mjhe english pe taunt marnay wale ki khud ki english tau dekho zara🤣 ""starts to teach us to improve"" 😂 yeh kaun si nayi english aijaad ki hai tum ne bhai😂 bas rehne do tum, tna kaafi hai tumharay liye aaj ka🤣 bye bye bhaiyya",1.0
jo jo bhosdiwale biased host bol rahe he na agar unko host karne boldoge na toh bhenchod gaand fatke haath me aajayegi. isliye jo 10 saal se kar raha he usko karne do apne soch aur apne hisaab se. apni awaaz ke aukaat me rehke bhoka karo... madarchodo,0.0
yahi hijra teri maa per charha to tu peda hua,0.0
rt :  sakht randi rona,0.0
ye chappak wale kisi b din aake 50 cr + kar lete bc yahan lane ki kya jarurat thi...screens b achhe milte inko kisi aur movies k against,0.0
 kahan thi tum..🌝,1.0
   haha ab ye to  bhai ko pta ho 😜,1.0
  mujy pata chall gya janu 😍❤️,1.0
kiss me it’s my hijra birthday🤪🤪💛,1.0
 aisa nahi hai  wrong concept ....,1.0
madam ham ik ba kirdaar k sath muslim country hain ham iran ka defend q nahe karte? ham america jo yahodi mulk ha ham uska sath q de rahe hai...,1.0
kafi fast chl rha ha bhi 😂,1.0
tum bhi seede ho nahi to hareem shah jaisi randi se video na banwate,1.0
han bharwe hun to?,0.0
*hzaron zakham asy thy k silty to achaa tha  bss tmhi ko hmny chaha tmhi milty to achaa tha *        😥😥😥😥😥😥😥😥😥,1.0
8 march 2020 baroz itwar din 10 bje bilal town abbottabad mein rohani mehfil ka inaqad kiya giya ha.talibeen e haq ko shirkat ki dawat. rabta# 03245723098,1.0
"ye bhen chod wo kutta aur wo ghatiya begairat ha jis me itna bara keera hota ha ,jo hamesha isy sat karata ha! 24 ghanty usky samny usky boyfrnd ki burayio p tanqeed kary ga aur usy bura sabit kary ga bhen chod! chutiya bnda! jo uski zindagi kharab kr k rakh deta ha🤬🤬🤬🤬🤬🤬🤬",0.0
imrani gandu tera asli abba koi patwari he ha baki imran yahodi bayghart kashmir frosh say to teri ami jan nay taste change kia ha yakeen nai ha to khud apni ami jan say puch lay,0.0
sab yahin rehjayega bhenchod,0.0
  mujy nai pta lykn khushi ny ya tm ny hitman ac bnaya ha,1.0
lifafa ni mil raha is haram khor kanjre k bachy ko lanti beghirat randi ka beta saleem safi dalaa,0.0
lant tery tay nal tery kashmir frosh lanti sazishi bayghart kanjar imran yahodi tay,0.0
rt : 2 din randi rona krna hai ab,0.0
tujhay pta tha paras ki gf h phr b uskay sath kisses karte rahi tujhay tatto nazr nae aya? fake aurat,0.0
vg bigg boss se door nahi reh sakta kya. baar baar uss toxic environment mein kyun jana hai isse 🤦‍♀️😭😞,1.0
kreyszig tera bera gharaq ho,0.0
bharat mata ki chut. .modi ki maa mein kutton ka lund..teri maa behn randi,0.0
    pattharbaazi aur public property wahi damage karte jo 10-10 bachche paida karke 1 paise ka tax na dete. jinki jeb se paisa jaata unhe hi kadar hoti. abhi jo tax dete wo dikhayenge 2024 mein 2019 ka repeat telecast 😂,1.0
rt : ye ab nend nai ari mjy bhenchod subha uth kr prhna b ha kiya yr ajeeb jhand life,0.0
 ni ye achi hy,1.0
 tum ny jo kia hua hy sab ko follow 😂,1.0
rt : tu hai kaun be ?? maine invite kiya tha kya tuze jo mere tl pe aake bhaunk rahi 🙄🙄,0.0
 ya kom ise laiq thi,1.0
   kaise bhaiya kya goli chlai unhone 😂 bin sir pair ki baat aur galiya apni maa behen ko dena,0.0
mera jism meri mrzi slogan lgany wali khwateen srf socho k u all r muslim nd u live in islamic republic ... speakout for ur rights.. against rape.. early marriages...fr these aurat march is mainly consider.. ur nudity is not ur right and noth the matter to do march,1.0
 paki b yr hai hai na 🙄🙄😳,1.0
     dani ny planning ki full 😂😂,1.0
  aik nae 2 3 rhy 😎🙆  hona kya tha apki or unki cross commenting thi 🌚🌚,1.0
  aur bhi bahut jahil hai unhe bhi yaad kar liya karo. itna selective hone se hume problem hoti hai.,0.0
 aisha....but milna mujay koini iknow,1.0
chwl  bkws kism ki beghairt aunty hai 😐 tum b farigh ho dimgh say....yah mujah khah hi jaha gi 😏😏😏,0.0
rt : randi rona karne ki itni adat hogaye hai k ab koi waja nh hai phr b rona a rha hai,0.0
awara randi k najaiz bachy tri maa behan to 2014 k dhrny main bhi ai thi rent py chupy bhi fit lgti or threesome bhi,0.0
i thought bcv was when fobs tryna type bhenchod,0.0
itna koi baighairat hai abhi tak tweet delete nahi kiya.... ,0.0
 wo pehly chati thi,1.0
ary ye apna topi darama band kr aor kitna loty ga to awam ko  tareen ke bchy,0.0
jis jis ko 3rd year main joosh charha ha mulk ki voluntarily khidmat karnay ka wo aram sy ghar bethain. humain proper history tak leni nahi aati pandemic fight karnay chalain hain. don't be a burden to trained doctors there. they already don't have enough ppes. they dont need you,1.0
niazi zakat chore ke dherny men piyda huwye bachy yateem ho gay ise harami yahodi cheepv ki wajha say,0.0
kyu baad me garmi nahi mili kya uske lund me dum nahi tha,0.0
bijli kia sharbat ha jo pee lee.hahuaha,1.0
tera baap hai kia. kanjar iss ko bhi bool mafi mangay . bhosari kay #dharna taba day aur tu bhi tabah day thooooooo,0.0
ap log dekh lena ye bossriwale jeet bhi jayenge bc delhi walo ko free ka khana ha fer gdp ko rona ha,0.0
general sulemani jo isis ko khtam krny ne key rol play kr chuka tha. boht si yahoodiyu ki sazish ko khatam krny me rol play kr chuka tha. wo hot target tha yahoodi ko khush krny ke liye trump ny step lya. ab trump president e rehy ga. ho skta hy next president b wo e aye dubara,1.0
rt : awara yahodi qadiyani hakumat aur chwal niazi hakumat lant ho aur in ki spoter per bi lant ,1.0
 han song hai mujhy pata hai..lakin tum ny mujhy yahi dedicate kiya hai na..k main tumhari mumi ko passand nhi hun..😔,1.0
 na ehl treen ko jo support kre wo dna kra le,1.0
hadees hai yahoodi se bada koi dushman nahi hi islam musalmano ka isko apni jagah deke galti kiye our mahammad s.a.w ki kahi baat ko nahi mane aaj natiza yeh yeh yahoodi sirf musalmaan ke khilaaf sajish rachrahte hai ki kaise musalmano ko khatam kare,1.0
fake news hai mohtarmaa... phir thook k chatna paray ga apko,1.0
saary gaand phati k bharwe hain,0.0
iss nay 1 saal main hi 72 saal ki kasar nikal di. bera gharaq kar dia har cheez kaa. 400 adaaray band ho rahay hain..sab waaday thuss..  jo meray mazhab ki izzat nahin karay gha to main kaisay doosray kay mazhab is ahtram  kar loon?,1.0
abhi bhi mujhe usse koi matlab nahi.. mein tere jaise chutiya nahi hoon .. har chiz me ungli maru.. isliye har chiz keliye alag alag log hote hain ... tere jaise chutiya sara dunia ko samajh rakha hai kya.,0.0
 or kesi ho?  sab fit hai?,1.0
teri maa ki chhut me hawa chodu hay pakistan ne bharwe maderchod,0.0
   unka mjhy pta nh...main tu bhen hun😂😂😂,1.0
chal chal tu sirf bhonk or apni tareef kar randi orr tu bhi kam ki nahi hai hawai daaz hai maa ko chdwati raho mujhsy shabash,1.0
bewafai ki to muafi nai na mard ko na aurat ko,1.0
 madam na kry.. jis ny ap k kapry utar k jis ny video bnai apki us k lye b bad dawa mang lay.. phly ap ny yeh kam kia us k bad leak hoi.. na ap krti na leak hoti... or ub jo kar rhi hy galat kr rhy hy... tobaa ki hy tu usi par focus rkhy..,1.0
ap jitne b pehalwan hn agr apke samne khare 10 year old kid k hath me gun hai to wo ap se zada taqatwar hai,1.0
film makers ko marasi kehna band karo😜,1.0
tu bhen chod ik number ki paki taxi hai,0.0
 muj sa raha nahi gy because i know you are very important to me,1.0
bahi dooop lgwaty to ha,1.0
sochne ka mia hai. me bhi roz sochti k koi book parhni. sochte sochte aik mah se ziada ho gya 😂😂😂😂😂,1.0
 teri mehrbani... 🤭,1.0
 khan sahib laton ke bhot baaton se nai manty jab tak koi ekshan nai lo ge ye asy nai many ge  choty bary sab afsraan miky huwy hen,1.0
kanjara lol teri maa ka yaar mao luna fazloo ka dharna hai lol ab bhi khamoshi bol raha hai kanjara lol munafiq mulla na 3 main na 13 main lol,0.0
bhenchod whatsapp khoul,0.0
where are signatures?  ye bhen chod kbhi wapis nahi aye ga ab im 100% sure,0.0
bc you’re so goddamn horny all the time,0.0
 ok  par main to kal such me gir gayi thi😢 bara zor se,1.0
  shame on u bibi ubi tm ny hajj kya us k bd b tm ko hidayat nh mili fame r pesy k lye kitna giro g itni wahiyat dressing dftm 😠🖐,0.0
asma ma'am kyu in munaafiqo par likhte hain aap. in saaray beghairto ne mil kar  awaam ko topi pehnai hai. khuda karay ye sab kuttay ki mout maray bharway saalay.,0.0
oh teri maa ki choot apne baap ko gaali diyo teri maa ka bhosda dalli chudai k rand k peele samjha,0.0
is trah k nmoonay digital khusray lfafi  bbhi apni market bhi pak army pe bhonktay hein . lanati,0.0
  teri jll gyi jisko salman ne appreciate kiya tere jaise chu* btayege kisme kya hai,0.0
please account uraado saali ke warna mein khud ko uraa doongi,0.0
 😐 baat tu sahi hei per hum phir b kehtay rehtay 😐😐😐,1.0
